Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
MPG,Metaldyne Performance Group Inc.,23.35,$1.59B,2014,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mpg,
MEI,"Methode Electronics, Inc.",44.1,$1.62B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mei,
MET,"MetLife, Inc.",53.89,$58.59B,2000,Finance,Life Insurance,http://www.nasdaq.com/symbol/met,
MET^A,"MetLife, Inc.",24.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/met^a,
MTD,"Mettler-Toledo International, Inc.",481.37,$12.49B,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/mtd,
MXE,"Mexico Equity and Income Fund, Inc. (The)",9.7089,$72.16M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxe,
MXF,"Mexico Fund, Inc. (The)",15.16,$227.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxf,
MFA,"MFA Financial, Inc.",7.9,$2.95B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfa,
MFA^B,"MFA Financial, Inc.",24.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfa^b,
MFO,"MFA Financial, Inc.",25.4582,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfo,
MFCB,MFC Bancorp Ltd.,1.89,$119.34M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mfcb,
MCR,MFS Charter Income Trust,8.31,$427.97M,1989,n/a,n/a,http://www.nasdaq.com/symbol/mcr,
MGF,MFS Government Markets Income Trust,4.88,$159.09M,1987,n/a,n/a,http://www.nasdaq.com/symbol/mgf,
MIN,MFS Intermediate Income Trust,4.25,$500.36M,1988,n/a,n/a,http://www.nasdaq.com/symbol/min,
MMT,MFS Multimarket Income Trust,5.93,$444.2M,1987,n/a,n/a,http://www.nasdaq.com/symbol/mmt,
MFM,MFS Municipal Income Trust,6.82,$280.9M,1986,n/a,n/a,http://www.nasdaq.com/symbol/mfm,
MFV,MFS Special Value Trust,5.7151,$40.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfv,
MTG,MGIC Investment Corporation,10.59,$3.61B,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mtg,
MGP,MGM Growth Properties LLC,25.49,$1.47B,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mgp,
MGM,MGM Resorts International,26.35,$15.13B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mgm,
KORS,Michael Kors Holdings Limited,37.21,$6.04B,2011,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kors,
MAA,"Mid-America Apartment Communities, Inc.",98.89,$11.23B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/maa,
MAA^I,"Mid-America Apartment Communities, Inc.",66.5366,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/maa^i,
MEP,"Midcoast Energy Partners, L.P.",7.95,$359.5M,2013,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/mep,
MSL,MidSouth Bancorp,14.05,$159.65M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msl,
MCRN,Milacron Holdings Corp.,17.77,$1.22B,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mcrn,
MLR,"Miller Industries, Inc.",23.75,$269.46M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mlr,
HIE,Miller/Howard High Income Equity Fund,12.93,$173.49M,2014,n/a,n/a,http://www.nasdaq.com/symbol/hie,
MTX,Minerals Technologies Inc.,72.2,$2.53B,1992,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/mtx,
MP^D,Mississippi Power Company,25.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mp^d,
MG,Mistras Group Inc,22.2,$639.28M,2009,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/mg,
MTU,Mitsubishi UFJ Financial Group Inc,6.65,$89.31B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mtu,
MIXT,MiX Telematics Limited,6.67,$150.01M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mixt,
MFG,"Mizuho Financial Group, Inc.",3.72,$47.18B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfg,
MBT,Mobile TeleSystems OJSC,9.96,$10.29B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbt,
MBLY,Mobileye N.V.,60.96,$13.52B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mbly,
MODN,"Model N, Inc.",10.25,$288.78M,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/modn,
MOD,Modine Manufacturing Company,11.3,$565.8M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mod,
MC,Moelis & Company,37.55,$977.81M,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mc,
MHK,"Mohawk Industries, Inc.",229.92,$17.06B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/mhk,
MOH,Molina Healthcare Inc,44.23,$2.51B,2003,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/moh,
TAP,Molson Coors Brewing  Company,97.11,$15.81B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap,
TAP.A,Molson Coors Brewing  Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tap.a,
MNR,Monmouth Real Estate Investment Corporation,13.8,$979.38M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mnr,
MNR^B,Monmouth Real Estate Investment Corporation,25.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^b,
MNR^C,Monmouth Real Estate Investment Corporation,24.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^c,
MORE          ,"Monogram Residential Trust, Inc.",9.95,$1.66B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/more,
MON,Monsanto Company,113.97,$49.98B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mon,
MCO,Moody&#39;s Corporation,112.11,$21.39B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mco,
MOG.A,Moog Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog.a,
MOG.B,Moog Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog.b,
MS,Morgan Stanley,46.19,$86.2B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ms,
MS^A,Morgan Stanley,23.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^a,
MS^E,Morgan Stanley,28.62,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^e,
MS^F,Morgan Stanley,28.21,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^f,
MS^G,Morgan Stanley,26.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^g,
MS^I,Morgan Stanley,27.24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^i,
MS^K,Morgan Stanley,25.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^k,
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",14.735,$202.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apf,
CAF,Morgan Stanley China A Share Fund Inc.,18.5,$404.81M,2006,n/a,n/a,http://www.nasdaq.com/symbol/caf,
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",9.27,$194.88M,1993,n/a,n/a,http://www.nasdaq.com/symbol/msd,
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",7.52,$504.79M,2007,n/a,n/a,http://www.nasdaq.com/symbol/edd,
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",14.15,$203.93M,1991,n/a,n/a,http://www.nasdaq.com/symbol/msf,
IIF,"Morgan Stanley India Investment Fund, Inc.",30.11,$434.13M,1994,n/a,n/a,http://www.nasdaq.com/symbol/iif,
MOS,Mosaic Company (The),28.6,$10.02B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mos,
MSI,"Motorola Solutions, Inc.",83.36,$13.73B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/msi,
MOV,Movado Group Inc.,22.5,$515.99M,n/a,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/mov,
MPLX,MPLX LP,36.21,$13.55B,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mplx,
MRC,MRC Global Inc.,17.79,$1.69B,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mrc,
ICB,"MS Income Securities, Inc.",17.59,$157.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icb,
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,15.61,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hjv,
MSA,MSA Safety Incorporporated,68.29,$2.58B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/msa,
MSM,"MSC Industrial Direct Company, Inc.",101.03,$5.73B,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/msm,
MSCI,MSCI Inc,96.33,$8.72B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/msci,
MSG,MSG Networks Inc.,200.44,$4.8B,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/msg,
MSGN,MSG Networks Inc.,23,$1.73B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/msgn,
MLI,"Mueller Industries, Inc.",32.86,$1.89B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mli,
MWA,MUELLER WATER PRODUCTS,12.29,$1.99B,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mwa,
MPSX,Multi Packaging Solutions International Limited,17.88,$1.39B,2015,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/mpsx,
MUR,Murphy Oil Corporation,26.27,$4.53B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mur,
MUSA,Murphy USA Inc.,67.04,$2.47B,2013,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/musa,
MVO,MV Oil Trust,6.18,$71.07M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mvo,
MVC,"MVC Capital, Inc.",8.91,$200.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvc,
MVCB,"MVC Capital, Inc.",25.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvcb,
MYE,"Myers Industries, Inc.",13.8,$414.3M,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/mye,
MYOV,Myovant Sciences Ltd.,12.15,$732.11M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myov,
NBR,Nabors Industries Ltd.,13.09,$3.74B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbr,
NC,"NACCO Industries, Inc.",74.65,$509.92M,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/nc,
NTP,Nam Tai Property Inc.,7.5,$275.25M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/ntp,
NTEST,NASDAQ TEST STOCK,25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest,
NTEST.A,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest.a,
NTEST.B,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest.b,
NTEST.C,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest.c,
NBHC,National Bank Holdings Corporation,32.77,$872.01M,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/nbhc,
NFG,National Fuel Gas Company,59.94,$5.11B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nfg,
NGG,"National Grid Transco, PLC",60.11,$47.17B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ngg,
NHI,"National Health Investors, Inc.",69.3,$2.76B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nhi,
NOV,"National Oilwell Varco, Inc.",37.76,$14.3B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nov,
NPK,"National Presto Industries, Inc.",94,$653.17M,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/npk,
NNN,National Retail Properties,42.61,$6.27B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nnn,
NNN^E,National Retail Properties,24.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nnn^e,
NNN^F,National Retail Properties,22.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nnn^f,
SID,National Steel Company,3.38,$4.59B,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/sid,
NSA,National Storage Affiliates Trust,22.8,$986.33M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nsa,
NSM,Nationstar Mortgage Holdings Inc.,16.53,$1.61B,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nsm,
NW^C,Natl Westminster Pfd,25.98,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nw^c,
NGS,"Natural Gas Services Group, Inc.",25.8,$332.01M,2002,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/ngs,
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",10.29,$231.07M,2012,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/ngvc,
NRP,Natural Resource Partners LP,39.6,$484.39M,2002,Energy,Coal Mining,http://www.nasdaq.com/symbol/nrp,
NTZ,"Natuzzi, S.p.A.",2.72,$149.2M,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/ntz,
NLS,"Nautilus Group, Inc. (The)",16.8,$515.77M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/nls,
NCI,"Navigant Consulting, Inc.",22.41,$1.05B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/nci,
NVGS,Navigator Holdings Ltd.,12.8,$709.58M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nvgs,
NNA,Navios Maritime Acquisition Corporation,1.72,$259M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nna,
NM,Navios Maritime Holdings Inc.,1.69,$197.95M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nm,
NM^G,Navios Maritime Holdings Inc.,11.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nm^g,
NM^H,Navios Maritime Holdings Inc.,11.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nm^h,
NAP,Navios Maritime Midstream Partners LP,10.94,$228.94M,2014,n/a,n/a,http://www.nasdaq.com/symbol/nap,
NMM,Navios Maritime Partners LP,2.5,$208.31M,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nmm,
NAV,Navistar International Corporation,25.92,$2.54B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/nav,
NAV^D,Navistar International Corporation,11.34,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/nav^d,
NCS,"NCI Building Systems, Inc.",16.1,$1.14B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ncs,
NCR,NCR Corporation,42.59,$5.24B,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ncr,
NP,"Neenah Paper, Inc.",74.46,$1.25B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/np,
NEFF,Neff Corporation,14.65,$485.74M,2014,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/neff,
NNI,"Nelnet, Inc.",43.39,$1.83B,2003,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nni,
NPTN,NeoPhotonics Corporation,8.08,$341.98M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/nptn,
NSR,"Neustar, Inc.",33.2,$1.83B,2005,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/nsr,
NVRO,Nevro Corp.,91.65,$2.67B,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvro,
HYB,"New America High Income Fund, Inc. (The)",9.09,$212.42M,1988,n/a,n/a,http://www.nasdaq.com/symbol/hyb,
GF,"New Germany Fund, Inc. (The)",14.1,$225.28M,1990,n/a,n/a,http://www.nasdaq.com/symbol/gf,
NWHM,New Home Company Inc. (The),10.41,$215.68M,2014,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/nwhm,
IRL,"New Ireland Fund, Inc. (The)",12.56,$67.04M,1990,n/a,n/a,http://www.nasdaq.com/symbol/irl,
NEWM,New Media Investment Group Inc.,14.74,$788.17M,2014,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/newm,
NMFC,New Mountain Finance Corporation,14.9,$1.04B,2011,n/a,n/a,http://www.nasdaq.com/symbol/nmfc,
EDU,"New Oriental Education & Technology Group, Inc.",52.06,$8.2B,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/edu,
NEWR,"New Relic, Inc.",37.02,$1.95B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/newr,
NRZ,New Residential Investment Corp.,16.54,$5.08B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nrz,
SNR,New Senior Investment Group Inc.,9.55,$784.45M,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snr,
NWY,"New York & Company, Inc.",2.3,$148.23M,2004,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/nwy,
NYCB,"New York Community Bancorp, Inc.",14.39,$7.03B,n/a,Finance,Banks,http://www.nasdaq.com/symbol/nycb,
NYCB^U,"New York Community Bancorp, Inc.",49.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nycb^u,
NYRT,"New York REIT, Inc.",9.62,$1.62B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nyrt,
NYT,New York Times Company (The),14.55,$2.35B,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nyt,
NWL,Newell Brands Inc.,47.94,$23.13B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/nwl,
NFX,Newfield Exploration Company,34.39,$6.84B,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nfx,
NJR,NewJersey Resources Corporation,38,$3.28B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/njr,
NEU,NewMarket Corporation,445.57,$5.28B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/neu,
NEM,Newmont Mining Corporation,32.4,$17.22B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nem,
NR,"Newpark Resources, Inc.",6.75,$572.04M,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nr,
NXRT,"NexPoint Residential Trust, Inc.",22.55,$474.91M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nxrt,
NEP,"NextEra Energy Partners, LP",30.88,$1.68B,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nep,
NEE,"NextEra Energy, Inc.",130.57,$61.05B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nee,
NEE^C,"NextEra Energy, Inc.",25.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^c,
NEE^G,"NextEra Energy, Inc.",24.71,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^g,
NEE^H,"NextEra Energy, Inc.",24.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^h,
NEE^I,"NextEra Energy, Inc.",23.525,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^i,
NEE^J,"NextEra Energy, Inc.",23.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^j,
NEE^K,"NextEra Energy, Inc.",23.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^k,
NEE^Q,"NextEra Energy, Inc.",60.4875,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^q,
NEE^R,"NextEra Energy, Inc.",51.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^r,
NGL,NGL ENERGY PARTNERS LP,21.45,$2.36B,2011,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/ngl,
NMK^B,"Niagara Mohawk Holdings, Inc.",95.5,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nmk^b,
NMK^C,"Niagara Mohawk Holdings, Inc.",99.52,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nmk^c,
NLSN,Nielsen N.V.,43.64,$15.6B,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/nlsn,
NKE,"Nike, Inc.",57.28,$94.77B,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/nke,
NMBL,"Nimble Storage, Inc.",12.54,$1.11B,2013,Technology,Electronic Components,http://www.nasdaq.com/symbol/nmbl,
NTT,Nippon Telegraph and Telephone Corporation,42.92,$87.34B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntt,
NI,"NiSource, Inc",23.36,$7.56B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ni,
NL,"NL Industries, Inc.",6.6,$321.46M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/nl,
NOAH,Noah Holdings Ltd.,27.52,$1.55B,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/noah,
NE,Noble Corporation,5.75,$1.4B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ne,
NBL,Noble Energy Inc.,33.69,$14.67B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbl,
NBLX,Noble Midstream Partners LP,47.04,$1.5B,2016,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/nblx,
NOK,Nokia Corporation,5.34,$31.16B,1994,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/nok,
NOMD,Nomad Foods Limited,11.28,$2.05B,2016,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/nomd,
NMR,Nomura Holdings Inc ADR,6.56,$23.11B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/nmr,
OSB,Norbord Inc.,28.3,$2.43B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/osb,
NORD,"Nord Anglia Education, Inc.",24,$2.5B,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nord,
NAO,Nordic American Offshore Ltd,1.15,$69.79M,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nao,
NAT,Nordic American Tankers Limited,7.72,$787.21M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/nat,
JWN,"Nordstrom, Inc.",43.78,$7.44B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/jwn,
NSC,Norfolk Souther Corporation,118.35,$34.39B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/nsc,
NTL,Nortel Inversora SA,25.37,$3.45B,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntl,
NOA,"North American Energy Partners, Inc.",4.55,$142.71M,2006,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/noa,
NADL,North Atlantic Drilling Ltd.,1.24,$29.9M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nadl,
NRT,North European Oil Royality Trust,7.05,$64.79M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nrt,
NOC,Northrop Grumman Corporation,243.77,$42.56B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/noc,
NRE,NorthStar Realty Europe Corp.,11.99,$671.82M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nre,
NWN,Northwest Natural Gas Company,58.05,$1.66B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nwn,
NWE,NorthWestern Corporation,56.99,$2.76B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nwe,
NVS,Novartis AG,75.06,$178.2B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvs,
NVO,Novo Nordisk A/S,33.73,$86.01B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvo,
DNOW,NOW Inc.,16.63,$1.79B,2014,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/dnow,
